session_id,user_id,session_dttm,cnt_purchased_items,order_value,user_group
bf428e1d-f221-55de-a77f-a61755a4d727,6af613b6-569c-5c22-9c37-2ed93f31d3af,2025-10-22 09:13:00,2,336.55133877744413,0.0
391ada15-580c-5baa-b16f-eeb35d9b1122,6af613b6-569c-5c22-9c37-2ed93f31d3af,2025-10-23 18:36:29,8,1115.6879404218257,0.0
22fe83ae-a20f-54fc-b436-cec85c94c5e8,b04965e6-a9bb-591f-8f8a-1adcb2c8dc39,2025-11-02 07:18:43,4,582.1581921452388,1.0
b7d55bf4-7057-5113-85c8-141871bf7635,b04965e6-a9bb-591f-8f8a-1adcb2c8dc39,2025-10-27 14:32:48,8,758.5266083582541,1.0
305f5e8d-e48d-5c3a-8ce3-446622dd8a8a,b04965e6-a9bb-591f-8f8a-1adcb2c8dc39,2025-10-22 01:46:45,4,175.91696849982046,1.0
d35aeaf3-5d1d-535a-a31a-22133ddf5f3d,b04965e6-a9bb-591f-8f8a-1adcb2c8dc39,2025-10-21 00:48:11,8,789.3234018807132,1.0
61c97311-bb14-5679-99fc-98497a701292,b04965e6-a9bb-591f-8f8a-1adcb2c8dc39,2025-10-28 10:35:20,10,877.5324430928555,1.0
29be4ef0-91eb-512b-8f83-360b6db38a83,6ed955c6-506a-5343-9be4-2c0afae02eef,2025-11-02 19:47:36,6,1137.675960988507,1.0
8df6e0fb-0d35-5fd6-831a-7e5b9ad2457a,6ed955c6-506a-5343-9be4-2c0afae02eef,2025-10-23 14:44:47,0,0.0,1.0
5151e75a-9d7d-5897-be85-aaa96757564b,6ed955c6-506a-5343-9be4-2c0afae02eef,2025-10-27 21:08:35,7,1046.9726251406391,1.0
3eee96fe-b265-5e36-8d78-b2d50a9ac563,c8691da2-158a-5ed6-8537-0e6f140801f2,2025-10-30 20:32:43,6,1485.5031327839902,0.0
b0526112-ddde-5dbf-b887-9b6f93557007,c8691da2-158a-5ed6-8537-0e6f140801f2,2025-11-10 20:30:08,1,335.4049384968372,0.0
b4ab3922-2b8d-5d9c-b20a-e34bbc64c01f,e99caacd-6c45-5906-bd9f-b79e62f25963,2025-11-01 20:48:42,8,1255.0155410169195,0.0
0154a6f6-0e6c-52c4-b709-95aaead8423e,7fef88f7-411d-5669-b42d-bf5fc7f9b58b,2025-10-23 09:07:02,6,1219.9564765018938,0.0
e0a97602-6480-588c-868f-bc044abf9cb5,7fef88f7-411d-5669-b42d-bf5fc7f9b58b,2025-11-03 22:36:48,2,339.24102420381445,0.0
6460a618-c69d-5751-9c53-2d03d46ade51,7fef88f7-411d-5669-b42d-bf5fc7f9b58b,2025-10-25 18:01:33,3,499.3722580792804,0.0
dcdd0263-6e8b-5cac-b79f-fe6a389a529a,52524d6e-10dc-5261-aa36-8b2efcbaa5f0,2025-10-22 23:25:45,1,118.31206707454352,0.0
61361ec8-6dd5-59da-a79f-3509bad1a524,0ff1e264-520d-543a-87dd-181a491e667e,2025-10-31 13:11:01,9,754.7803029573316,0.0
e6c0ad59-a52e-5938-887a-8a411e97298a,0ff1e264-520d-543a-87dd-181a491e667e,2025-11-06 20:49:05,14,1393.9591310612702,0.0
ad407b82-5446-5ad6-8061-cf6bcd51b875,0ff1e264-520d-543a-87dd-181a491e667e,2025-10-26 09:54:56,9,819.818140325475,0.0
1643c509-5bbe-5a87-bfa6-51b5ed07a83a,c15b38c9-9a3e-543c-a703-dd742f25b4d5,2025-11-01 14:23:21,5,422.8726429605017,0.0
f2b6f9a7-531d-5d97-9bf1-4177c33e5070,c15b38c9-9a3e-543c-a703-dd742f25b4d5,2025-10-23 09:45:22,7,484.1013640394582,0.0
7bafb091-c361-5517-82a8-4d3d0809e9f9,c15b38c9-9a3e-543c-a703-dd742f25b4d5,2025-10-31 11:33:54,3,194.1033678433589,0.0
9b99a42f-1ce6-52a0-90ea-5e234201500b,66e549b7-01e2-5d07-98d5-430f74d8d3b2,2025-10-22 11:09:37,4,361.28563368736695,0.0
521fd768-7a4b-5e3e-89be-f7dd8886c93a,66e549b7-01e2-5d07-98d5-430f74d8d3b2,2025-11-08 09:03:18,2,214.07058560584355,0.0
5c089632-6f1a-564f-b429-2955bdd874b9,66e549b7-01e2-5d07-98d5-430f74d8d3b2,2025-11-06 18:48:46,3,256.9315163884635,0.0
429ae5d7-3799-5593-80e0-124f3d1d745c,66e549b7-01e2-5d07-98d5-430f74d8d3b2,2025-10-24 19:42:49,7,628.5149938879356,0.0
5ac9e002-7ee9-5996-85a8-81aee6245b2f,0e3b230a-0509-55d8-96a0-9875f387a2be,2025-10-29 08:57:10,7,629.1244569991159,0.0
433627d8-25db-5910-bc62-a4a7c9bb46ee,0e3b230a-0509-55d8-96a0-9875f387a2be,2025-11-06 20:05:31,2,207.74478691638785,0.0
4d208dbd-e748-55a8-b5a6-277519c28ba7,0e3b230a-0509-55d8-96a0-9875f387a2be,2025-10-28 13:00:13,0,0.0,0.0
dc51ea82-01d5-516a-a436-2e67de02bef8,0e3b230a-0509-55d8-96a0-9875f387a2be,2025-11-06 06:04:30,7,947.7804681703717,0.0
53859c4a-066f-5b06-89cf-dfa38ad94026,a1b9b633-da11-58be-b1a9-5cfa2848f186,2025-11-01 16:19:03,9,543.4295898109384,0.0
ce048143-c17b-56b8-bd9f-99a93e682d5a,a1b9b633-da11-58be-b1a9-5cfa2848f186,2025-11-07 20:47:56,11,904.197972504852,0.0
bea3a1d8-e7b4-5f6d-8e61-69c8a92e32ad,a1b9b633-da11-58be-b1a9-5cfa2848f186,2025-11-06 10:11:46,5,369.3316464885222,0.0
5b63c113-5630-53fe-a769-39d5ba43be7e,a1b9b633-da11-58be-b1a9-5cfa2848f186,2025-10-26 18:48:51,9,590.0823747493889,0.0
3bce8de0-ab5d-5f8d-9b53-f3adce131b94,a1b9b633-da11-58be-b1a9-5cfa2848f186,2025-11-10 21:38:46,7,525.7518431353601,0.0
1ba78096-81f8-596d-a53a-8cdad00d0366,a1b9b633-da11-58be-b1a9-5cfa2848f186,2025-11-06 09:32:52,11,893.0177710224262,0.0
bcd941ba-790d-51f9-a3a0-52abbc6b173d,c2708a8b-120a-56f5-a30d-990048af87cc,2025-11-01 13:48:59,4,614.5161651066364,0.0
cb43e6c2-3dd6-50de-a014-8207e36e3686,e7263999-68b6-5a23-b530-af25b7efd632,2025-10-22 09:57:44,0,0.0,0.0
9b74ff79-38e7-5ab7-b183-ada5f90ad920,ce1ae2d5-3454-5952-97ff-36ff935bcfe9,2025-10-28 19:43:38,2,174.08243264741986,0.0
831f49b3-6d36-59e8-82a1-779cd3973e98,ce1ae2d5-3454-5952-97ff-36ff935bcfe9,2025-10-31 10:58:54,1,47.35307206674215,0.0
2f9a8828-f896-5f46-8cbd-017b2bb6991d,ce1ae2d5-3454-5952-97ff-36ff935bcfe9,2025-11-06 11:40:44,2,116.1677714956478,0.0
2bf0e5ff-b062-51f0-8586-c47a48a1877d,33677b87-bc8d-5ff6-9a25-fe60225e4bf0,2025-10-25 17:49:40,6,891.0098894554982,0.0
a52279ba-c057-5f5b-bc6e-f0b7cba94471,33677b87-bc8d-5ff6-9a25-fe60225e4bf0,2025-10-25 13:56:47,4,804.2741436169557,0.0
f8683b4a-3618-5c69-91d4-f15a593e0b5b,ed2305ae-e8f9-5387-b860-3d80ae6c02f7,2025-10-31 11:02:26,2,237.2197223798295,0.0
c18b98ea-fe88-5685-a344-01ec18c2ee8f,ed2305ae-e8f9-5387-b860-3d80ae6c02f7,2025-11-04 19:49:35,4,618.7601566296926,0.0
bf4fa790-f065-5c1a-97b6-7758a0513773,ed2305ae-e8f9-5387-b860-3d80ae6c02f7,2025-10-28 09:19:31,8,1179.2209702658433,0.0
c40152a4-754c-5e2e-8ab2-5436f593c137,ed2305ae-e8f9-5387-b860-3d80ae6c02f7,2025-10-28 20:09:36,6,685.0090936654321,0.0
